source,target_distance,distance,sample_id,disc_prob,disc_flag,v_score_sum,threshold,beacon_flag,final_flag,experiment_mode,distance_group
generated.csv,80,80,300,0.21469184756278992,1,18,47.0,1,1,disc_only,short
generated.csv,80,80,381,0.44762495160102844,0,6,47.0,1,0,disc_only,short
generated.csv,80,80,147,0.254001259803772,1,16,47.0,1,1,disc_only,short
generated.csv,80,80,385,0.4372484087944031,0,6,47.0,1,0,disc_only,short
generated.csv,80,80,117,0.422212690114975,1,5,47.0,1,1,disc_only,short
generated.csv,80,80,170,0.4308071434497833,0,5,47.0,1,0,disc_only,short
generated.csv,80,80,272,0.4200238585472107,1,9,47.0,1,1,disc_only,short
generated.csv,80,80,465,0.4789617955684662,0,12,47.0,1,0,disc_only,short
generated.csv,80,80,303,0.43252795934677124,0,9,47.0,1,0,disc_only,short
generated.csv,80,80,478,0.35128796100616455,1,20,47.0,1,1,disc_only,short
generated.csv,160,160,217,0.4481615424156189,0,5,32.0,1,0,disc_only,short
generated.csv,160,160,150,0.42081698775291443,1,9,32.0,1,1,disc_only,short
generated.csv,160,160,387,0.48192375898361206,0,6,32.0,1,0,disc_only,short
generated.csv,160,160,45,0.4254196286201477,1,9,32.0,1,1,disc_only,short
generated.csv,160,160,36,0.6218059659004211,0,12,32.0,1,0,disc_only,short
generated.csv,160,160,279,0.45241019129753113,0,9,32.0,1,0,disc_only,short
generated.csv,160,160,352,0.43986594676971436,0,7,32.0,1,0,disc_only,short
generated.csv,160,160,69,0.4454207420349121,0,4,32.0,1,0,disc_only,short
generated.csv,160,160,56,0.466839075088501,0,8,32.0,1,0,disc_only,short
generated.csv,160,160,397,0.22541575133800507,1,19,32.0,1,1,disc_only,short
generated.csv,240,240,196,0.4306516647338867,0,8,24.0,1,0,disc_only,short
generated.csv,240,240,460,0.6787780523300171,0,14,24.0,1,0,disc_only,short
generated.csv,240,240,280,0.4442386329174042,0,9,24.0,1,0,disc_only,short
generated.csv,240,240,7,0.428549587726593,0,5,24.0,1,0,disc_only,short
generated.csv,240,240,1,0.4470165967941284,0,11,24.0,1,0,disc_only,short
generated.csv,240,240,87,0.4636445641517639,0,4,24.0,1,0,disc_only,short
generated.csv,240,240,258,0.4627319276332855,0,7,24.0,1,0,disc_only,short
generated.csv,240,240,218,0.4684129059314728,0,7,24.0,1,0,disc_only,short
generated.csv,240,240,359,0.47035256028175354,0,10,24.0,1,0,disc_only,short
generated.csv,240,240,431,0.4385160207748413,0,4,24.0,1,0,disc_only,short
generated.csv,320,320,443,0.44921842217445374,0,3,23.049999999999997,1,0,disc_only,short
generated.csv,320,320,157,0.4510582387447357,0,5,23.049999999999997,1,0,disc_only,short
generated.csv,320,320,256,0.4706428349018097,0,3,23.049999999999997,1,0,disc_only,short
generated.csv,320,320,357,0.4533390700817108,0,6,23.049999999999997,1,0,disc_only,short
generated.csv,320,320,329,0.5652472376823425,0,8,23.049999999999997,1,0,disc_only,short
generated.csv,320,320,462,0.6326696276664734,0,12,23.049999999999997,1,0,disc_only,short
