source,target_distance,distance,sample_id,disc_prob,disc_flag,v_score_sum,threshold,beacon_flag,final_flag,experiment_mode,distance_group
source_80.csv,80,80,6,0.9393641352653503,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,18,0.943087100982666,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,21,0.9412042498588562,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,26,0.9410697221755981,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,28,0.9448671340942383,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,40,0.9420655965805054,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,46,0.9440687894821167,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,47,0.9419155120849609,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,48,0.9411285519599915,0,64,47.0,0,0,disc_only,short
source_80.csv,80,80,50,0.9469329118728638,0,64,47.0,0,0,disc_only,short
source_160.csv,160,160,1,0.9296653866767883,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,12,0.9259019494056702,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,17,0.9324037432670593,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,19,0.9256949424743652,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,25,0.9260377287864685,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,29,0.9339576959609985,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,31,0.929879367351532,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,35,0.9316359162330627,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,38,0.9246140122413635,0,64,32.0,0,0,disc_only,short
source_160.csv,160,160,49,0.9229108691215515,0,64,32.0,0,0,disc_only,short
source_240.csv,240,240,7,0.9005924463272095,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,8,0.913002073764801,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,9,0.8606845736503601,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,16,0.911289632320404,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,30,0.9018523097038269,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,31,0.8865289092063904,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,33,0.9013603329658508,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,43,0.9104249477386475,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,44,0.9109119176864624,0,64,24.0,0,0,disc_only,short
source_240.csv,240,240,47,0.8863945007324219,0,64,24.0,0,0,disc_only,short
source_320.csv,320,320,8,0.8707428574562073,0,64,23.049999999999997,0,0,disc_only,short
source_320.csv,320,320,27,0.8894217610359192,0,64,23.049999999999997,0,0,disc_only,short
