source,target_distance,distance,sample_id,disc_prob,disc_flag,v_score_sum,threshold,beacon_flag,final_flag,experiment_mode,distance_group
generated.csv,80,80,300,0.563873827457428,0,12,47.0,1,1,or,short
generated.csv,80,80,381,0.4720032513141632,0,7,47.0,1,1,or,short
generated.csv,80,80,147,0.44857457280158997,0,4,47.0,1,1,or,short
generated.csv,80,80,385,0.4857312738895416,0,11,47.0,1,1,or,short
generated.csv,80,80,117,0.4623068571090698,0,4,47.0,1,1,or,short
generated.csv,80,80,170,0.43057164549827576,0,8,47.0,1,1,or,short
generated.csv,80,80,272,0.4307616651058197,0,12,47.0,1,1,or,short
generated.csv,80,80,465,0.44295525550842285,0,5,47.0,1,1,or,short
generated.csv,80,80,303,0.6105417609214783,0,11,47.0,1,1,or,short
generated.csv,80,80,478,0.42868471145629883,0,7,47.0,1,1,or,short
generated.csv,160,160,217,0.43311232328414917,0,8,32.0,1,1,or,short
generated.csv,160,160,150,0.20571720600128174,1,17,32.0,1,1,or,short
generated.csv,160,160,387,0.47365617752075195,0,7,32.0,1,1,or,short
generated.csv,160,160,45,0.42242249846458435,1,7,32.0,1,1,or,short
generated.csv,160,160,36,0.4426024854183197,0,7,32.0,1,1,or,short
generated.csv,160,160,279,0.4268634617328644,0,11,32.0,1,1,or,short
generated.csv,160,160,352,0.4987229108810425,0,10,32.0,1,1,or,short
generated.csv,160,160,69,0.4410924017429352,0,6,32.0,1,1,or,short
generated.csv,160,160,56,0.5886850953102112,0,11,32.0,1,1,or,short
generated.csv,160,160,397,0.1821754425764084,1,20,32.0,1,1,or,short
generated.csv,240,240,196,0.19703036546707153,1,16,24.0,1,1,or,short
generated.csv,240,240,460,0.4437642991542816,0,7,24.0,1,1,or,short
generated.csv,240,240,280,0.43420860171318054,0,9,24.0,1,1,or,short
generated.csv,240,240,7,0.44882333278656006,0,7,24.0,1,1,or,short
generated.csv,240,240,1,0.46543067693710327,0,5,24.0,1,1,or,short
generated.csv,240,240,87,0.4377346634864807,0,5,24.0,1,1,or,short
generated.csv,240,240,258,0.4390135705471039,0,6,24.0,1,1,or,short
generated.csv,240,240,218,0.48017019033432007,0,10,24.0,1,1,or,short
generated.csv,240,240,359,0.4150092601776123,1,9,24.0,1,1,or,short
generated.csv,240,240,431,0.4417654871940613,0,8,24.0,1,1,or,short
generated.csv,320,320,443,0.44089576601982117,0,4,23.049999999999997,1,1,or,short
generated.csv,320,320,157,0.4543452858924866,0,8,23.049999999999997,1,1,or,short
generated.csv,320,320,256,0.5236773490905762,0,9,23.049999999999997,1,1,or,short
generated.csv,320,320,357,0.4446106553077698,0,6,23.049999999999997,1,1,or,short
generated.csv,320,320,329,0.4298499524593353,0,5,23.049999999999997,1,1,or,short
generated.csv,320,320,462,0.4448276460170746,0,5,23.049999999999997,1,1,or,short
generated.csv,320,320,100,0.4658873975276947,0,3,23.049999999999997,1,1,or,short
generated.csv,320,320,18,0.47211959958076477,0,3,23.049999999999997,1,1,or,short
generated.csv,320,320,434,0.4686984717845917,0,9,23.049999999999997,1,1,or,short
generated.csv,320,320,386,0.43909895420074463,0,11,23.049999999999997,1,1,or,short
generated.csv,400,400,178,0.47349926829338074,0,8,19.0,1,1,or,short
generated.csv,400,400,41,0.5836963057518005,0,14,19.0,1,1,or,short
generated.csv,400,400,287,0.4728030562400818,0,6,19.0,1,1,or,short
generated.csv,400,400,187,0.43533825874328613,0,5,19.0,1,1,or,short
generated.csv,400,400,426,0.5663813352584839,0,11,19.0,1,1,or,short
generated.csv,400,400,392,0.4642906188964844,0,7,19.0,1,1,or,short
generated.csv,400,400,349,0.44482502341270447,0,8,19.0,1,1,or,short
generated.csv,400,400,467,0.47521093487739563,0,4,19.0,1,1,or,short
generated.csv,400,400,259,0.45231321454048157,0,6,19.0,1,1,or,short
generated.csv,400,400,52,0.4422784149646759,0,6,19.0,1,1,or,short
generated.csv,480,480,224,0.42779678106307983,0,4,15.099999999999994,1,1,or,short
generated.csv,480,480,142,0.4405461847782135,0,6,15.099999999999994,1,1,or,short
generated.csv,480,480,32,0.44776830077171326,0,4,15.099999999999994,1,1,or,short
generated.csv,480,480,97,0.5502142310142517,0,9,15.099999999999994,1,1,or,short
generated.csv,480,480,363,0.4284769296646118,0,6,15.099999999999994,1,1,or,short
generated.csv,480,480,486,0.4396181106567383,0,3,15.099999999999994,1,1,or,short
generated.csv,480,480,339,0.4618287682533264,0,5,15.099999999999994,1,1,or,short
generated.csv,480,480,326,0.23937281966209412,1,10,15.099999999999994,1,1,or,short
generated.csv,480,480,148,0.447182834148407,0,4,15.099999999999994,1,1,or,short
generated.csv,480,480,189,0.44034719467163086,0,4,15.099999999999994,1,1,or,short
generated.csv,560,560,39,0.4304499924182892,0,5,12.0,1,1,or,short
generated.csv,560,560,111,0.4611232280731201,0,9,12.0,1,1,or,short
generated.csv,560,560,206,0.4750209152698517,0,6,12.0,1,1,or,short
generated.csv,560,560,483,0.44135600328445435,0,7,12.0,1,1,or,short
generated.csv,560,560,209,0.42902547121047974,0,7,12.0,1,1,or,short
generated.csv,560,560,292,0.45405587553977966,0,5,12.0,1,1,or,short
generated.csv,560,560,211,0.4312257170677185,0,6,12.0,1,1,or,short
generated.csv,560,560,413,0.4213334023952484,1,3,12.0,1,1,or,short
generated.csv,560,560,119,0.5176361799240112,0,11,12.0,1,1,or,short
generated.csv,560,560,380,0.5699524283409119,0,8,12.0,1,1,or,short
generated.csv,640,640,226,0.5344288945198059,0,10,11.0,1,1,or,short
generated.csv,640,640,342,0.4490944445133209,0,5,11.0,1,1,or,short
generated.csv,640,640,152,0.47241994738578796,0,4,11.0,1,1,or,short
generated.csv,640,640,368,0.43129605054855347,0,5,11.0,1,1,or,short
generated.csv,640,640,495,0.5405593514442444,0,6,11.0,1,1,or,short
generated.csv,640,640,447,0.4780511260032654,0,4,11.0,1,1,or,short
generated.csv,640,640,154,0.4173794090747833,1,8,11.0,1,1,or,short
generated.csv,640,640,314,0.4422611594200134,0,8,11.0,1,1,or,short
generated.csv,640,640,442,0.5756948590278625,0,9,11.0,1,1,or,short
generated.csv,640,640,419,0.45207929611206055,0,4,11.0,1,1,or,short
generated.csv,720,720,167,0.4546584188938141,0,10,22.099999999999994,1,1,or,mid
generated.csv,720,720,77,0.5553531646728516,0,15,22.099999999999994,1,1,or,mid
generated.csv,720,720,321,0.4352269768714905,0,13,22.099999999999994,1,1,or,mid
generated.csv,720,720,197,0.47957533597946167,0,13,22.099999999999994,1,1,or,mid
generated.csv,720,720,44,0.4537236988544464,0,16,22.099999999999994,1,1,or,mid
generated.csv,720,720,254,0.47673499584198,0,17,22.099999999999994,1,1,or,mid
generated.csv,720,720,139,0.45007580518722534,0,11,22.099999999999994,1,1,or,mid
generated.csv,720,720,199,0.4489215016365051,0,12,22.099999999999994,1,1,or,mid
generated.csv,720,720,169,0.5978671908378601,0,14,22.099999999999994,1,1,or,mid
generated.csv,720,720,66,0.44025060534477234,0,9,22.099999999999994,1,1,or,mid
generated.csv,800,800,68,0.4435375928878784,0,11,22.049999999999997,1,1,or,mid
generated.csv,800,800,188,0.47984927892684937,0,11,22.049999999999997,1,1,or,mid
generated.csv,800,800,53,0.4169441759586334,1,10,22.049999999999997,1,1,or,mid
generated.csv,800,800,194,0.4517359435558319,0,9,22.049999999999997,1,1,or,mid
generated.csv,800,800,22,0.44645166397094727,0,8,22.049999999999997,1,1,or,mid
generated.csv,800,800,201,0.4363226294517517,0,9,22.049999999999997,1,1,or,mid
generated.csv,800,800,374,0.4563977122306824,0,7,22.049999999999997,1,1,or,mid
generated.csv,800,800,393,0.4279927909374237,0,9,22.049999999999997,1,1,or,mid
generated.csv,800,800,440,0.4214405417442322,1,9,22.049999999999997,1,1,or,mid
generated.csv,800,800,94,0.4644654393196106,0,13,22.049999999999997,1,1,or,mid
generated.csv,880,880,5,0.4357500374317169,0,9,20.0,1,1,or,mid
generated.csv,880,880,373,0.4454146921634674,0,8,20.0,1,1,or,mid
generated.csv,880,880,464,0.5674195885658264,0,11,20.0,1,1,or,mid
generated.csv,880,880,496,0.4242629110813141,1,8,20.0,1,1,or,mid
generated.csv,880,880,354,0.48281458020210266,0,12,20.0,1,1,or,mid
generated.csv,880,880,298,0.423423707485199,1,11,20.0,1,1,or,mid
generated.csv,880,880,473,0.45361343026161194,0,12,20.0,1,1,or,mid
generated.csv,880,880,248,0.45769497752189636,0,9,20.0,1,1,or,mid
generated.csv,880,880,27,0.4509909152984619,0,9,20.0,1,1,or,mid
generated.csv,880,880,91,0.4286031126976013,0,10,20.0,1,1,or,mid
generated.csv,960,960,474,0.20669175684452057,1,7,19.0,1,1,or,mid
generated.csv,960,960,222,0.18791688978672028,1,5,19.0,1,1,or,mid
generated.csv,960,960,114,0.24408142268657684,1,8,19.0,1,1,or,mid
generated.csv,960,960,267,0.440638929605484,0,6,19.0,1,1,or,mid
generated.csv,960,960,214,0.4286825656890869,0,9,19.0,1,1,or,mid
generated.csv,960,960,76,0.4819570481777191,0,10,19.0,1,1,or,mid
generated.csv,960,960,73,0.5382230877876282,0,12,19.0,1,1,or,mid
generated.csv,960,960,367,0.45368772745132446,0,9,19.0,1,1,or,mid
generated.csv,960,960,186,0.4426931142807007,0,7,19.0,1,1,or,mid
generated.csv,960,960,285,0.43762487173080444,0,10,19.0,1,1,or,mid
generated.csv,1040,1040,183,0.5923765897750854,0,11,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,252,0.4394857585430145,0,10,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,405,0.5644561052322388,0,8,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,185,0.6439177989959717,0,13,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,235,0.470275342464447,0,10,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,366,0.4157053530216217,1,5,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,284,0.43150848150253296,0,9,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,115,0.4262963831424713,0,9,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,445,0.45731690526008606,0,5,17.049999999999997,1,1,or,mid
generated.csv,1040,1040,444,0.47910624742507935,0,11,17.049999999999997,1,1,or,mid
generated.csv,1120,1120,57,0.3969426453113556,1,12,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,34,0.4353039264678955,0,6,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,331,0.4296965003013611,0,7,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,289,0.4465755820274353,0,10,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,330,0.3294636905193329,1,8,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,488,0.4328409731388092,0,9,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,229,0.4125494062900543,1,11,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,29,0.4753912687301636,0,8,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,296,0.4271560311317444,0,5,16.049999999999997,1,1,or,mid
generated.csv,1120,1120,308,0.4406740665435791,0,6,16.049999999999997,1,1,or,mid
generated.csv,1200,1200,424,0.42554616928100586,1,5,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,288,0.4712730646133423,0,4,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,468,0.4887808859348297,0,12,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,131,0.42999160289764404,0,9,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,270,0.49529924988746643,0,8,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,79,0.4860527813434601,0,7,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,394,0.45483168959617615,0,11,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,116,0.4267905652523041,0,12,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,129,0.4345208704471588,0,5,19.099999999999994,1,1,or,mid
generated.csv,1200,1200,260,0.6121706962585449,0,3,19.099999999999994,1,1,or,mid
generated.csv,1280,1280,341,0.443586528301239,0,7,16.0,1,1,or,mid
generated.csv,1280,1280,85,0.584591269493103,0,8,16.0,1,1,or,mid
generated.csv,1280,1280,323,0.43518513441085815,0,9,16.0,1,1,or,mid
generated.csv,1280,1280,40,0.4462795555591583,0,6,16.0,1,1,or,mid
generated.csv,1280,1280,137,0.4498172104358673,0,8,16.0,1,1,or,mid
generated.csv,1280,1280,458,0.4503212571144104,0,12,16.0,1,1,or,mid
generated.csv,1280,1280,240,0.4395409822463989,0,6,16.0,1,1,or,mid
generated.csv,1280,1280,192,0.5828213095664978,0,5,16.0,1,1,or,mid
generated.csv,1280,1280,490,0.4600892663002014,0,5,16.0,1,1,or,mid
generated.csv,1280,1280,193,0.4747058153152466,0,10,16.0,1,1,or,mid
generated.csv,1360,1360,156,0.6129397749900818,0,7,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,316,0.43870577216148376,0,7,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,244,0.43216702342033386,0,6,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,3,0.4228661060333252,1,9,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,123,0.4267147481441498,0,10,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,26,0.4592882990837097,0,5,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,283,0.4277479648590088,0,9,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,162,0.44401606917381287,0,6,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,122,0.4291616380214691,0,6,16.049999999999997,1,1,or,mid
generated.csv,1360,1360,416,0.6107408404350281,0,4,16.049999999999997,1,1,or,mid
generated.csv,1440,1440,15,0.5632072687149048,0,13,39.05,1,1,or,long
generated.csv,1440,1440,422,0.2313968539237976,1,12,39.05,1,1,or,long
generated.csv,1440,1440,204,0.45334288477897644,0,20,39.05,1,1,or,long
generated.csv,1440,1440,175,0.4406800866127014,0,18,39.05,1,1,or,long
generated.csv,1440,1440,98,0.491889625787735,0,21,39.05,1,1,or,long
generated.csv,1440,1440,430,0.4294261634349823,0,21,39.05,1,1,or,long
generated.csv,1440,1440,223,0.42989641427993774,0,21,39.05,1,1,or,long
generated.csv,1440,1440,8,0.45688629150390625,0,16,39.05,1,1,or,long
generated.csv,1440,1440,75,0.4333103597164154,0,18,39.05,1,1,or,long
generated.csv,1440,1440,184,0.4419054090976715,0,24,39.05,1,1,or,long
generated.csv,1520,1520,51,0.4319424331188202,0,18,34.099999999999994,1,1,or,long
generated.csv,1520,1520,461,0.4388522505760193,0,20,34.099999999999994,1,1,or,long
generated.csv,1520,1520,378,0.6336514353752136,0,17,34.099999999999994,1,1,or,long
generated.csv,1520,1520,318,0.4534640908241272,0,12,34.099999999999994,1,1,or,long
generated.csv,1520,1520,317,0.4213382303714752,1,20,34.099999999999994,1,1,or,long
generated.csv,1520,1520,13,0.29996514320373535,1,9,34.099999999999994,1,1,or,long
generated.csv,1520,1520,432,0.441830039024353,0,21,34.099999999999994,1,1,or,long
generated.csv,1520,1520,471,0.5008701086044312,0,15,34.099999999999994,1,1,or,long
generated.csv,1520,1520,377,0.412467896938324,1,20,34.099999999999994,1,1,or,long
