source,target_distance,distance,sample_id,disc_prob,disc_flag,v_score_sum,threshold,beacon_flag,final_flag,experiment_mode,distance_group
generated.csv,80,80,104,0.460468053817749,0,0,inf,0,0,disc_only,short
generated.csv,80,80,117,0.46420449018478394,0,0,inf,0,0,disc_only,short
generated.csv,80,80,138,0.46578162908554077,0,0,inf,0,0,disc_only,short
generated.csv,80,80,147,0.4660331606864929,0,0,inf,0,0,disc_only,short
generated.csv,80,80,170,0.46227559447288513,0,0,inf,0,0,disc_only,short
generated.csv,80,80,233,0.466478168964386,0,0,inf,0,0,disc_only,short
generated.csv,160,160,36,0.46251195669174194,0,0,inf,0,0,disc_only,short
generated.csv,160,160,45,0.4644390940666199,0,0,inf,0,0,disc_only,short
generated.csv,160,160,56,0.46296611428260803,0,0,inf,0,0,disc_only,short
generated.csv,160,160,69,0.4626239240169525,0,0,inf,0,0,disc_only,short
generated.csv,160,160,127,0.4707302153110504,0,0,inf,0,0,disc_only,short
generated.csv,160,160,150,0.4658931791782379,0,0,inf,0,0,disc_only,short
generated.csv,160,160,217,0.4667283594608307,0,0,inf,0,0,disc_only,short
generated.csv,160,160,250,0.46623748540878296,0,0,inf,0,0,disc_only,short
generated.csv,240,240,1,0.4625161290168762,0,0,inf,0,0,disc_only,short
generated.csv,240,240,120,0.4629781246185303,0,0,inf,0,0,disc_only,short
generated.csv,240,240,171,0.4658004641532898,0,0,inf,0,0,disc_only,short
generated.csv,240,240,243,0.46798965334892273,0,0,inf,0,0,disc_only,short
generated.csv,240,240,172,0.462054044008255,0,0,inf,0,0,disc_only,short
generated.csv,240,240,196,0.46218734979629517,0,0,inf,0,0,disc_only,short
generated.csv,240,240,198,0.46611306071281433,0,0,inf,0,0,disc_only,short
generated.csv,240,240,7,0.4648450016975403,0,0,inf,0,0,disc_only,short
generated.csv,240,240,10,0.46242979168891907,0,0,inf,0,0,disc_only,short
generated.csv,240,240,218,0.4675256907939911,0,0,inf,0,0,disc_only,short
generated.csv,320,320,18,0.46350449323654175,0,0,inf,0,0,disc_only,short
generated.csv,320,320,58,0.46706828474998474,0,0,inf,0,0,disc_only,short
generated.csv,320,320,74,0.4595274329185486,0,0,inf,0,0,disc_only,short
generated.csv,320,320,100,0.46858683228492737,0,0,inf,0,0,disc_only,short
generated.csv,320,320,118,0.46563467383384705,0,0,inf,0,0,disc_only,short
generated.csv,320,320,157,0.46442022919654846,0,0,inf,0,0,disc_only,short
generated.csv,320,320,182,0.4643038213253021,0,0,inf,0,0,disc_only,short
generated.csv,320,320,221,0.4620119035243988,0,0,inf,0,0,disc_only,short
generated.csv,320,320,241,0.46192988753318787,0,0,inf,0,0,disc_only,short
generated.csv,400,400,168,0.4639689028263092,0,0,inf,0,0,disc_only,short
generated.csv,400,400,187,0.46674633026123047,0,0,inf,0,0,disc_only,short
generated.csv,400,400,102,0.46954545378685,0,0,inf,0,0,disc_only,short
